"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","657.36","","","","2"
"2001-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","653.80","","","","2"
"2001-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","655.36","","","","2"
"2001-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","652.70","","","","2"
"2001-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","652.49","","","","2"
"2001-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","657.04","","","","2"
"2001-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","656.66","","","","2"
"2001-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","659.76","","","","2"
"2001-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","660.23","","","","2"
"2001-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","661.26","","","","2"
"2001-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","660.01","","","","2"
"2001-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","660.59","","","","2"
"2002-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","663.43","","","","2"
"2002-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","660.14","","","","2"
"2002-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","667.57","","","","2"
"2002-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","672.35","","","","2"
"2002-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","671.84","","","","2"
"2002-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","670.72","","","","2"
"2002-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","677.13","","","","2"
"2002-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","672.56","","","","2"
"2002-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","674.26","","","","2"
"2002-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","679.68","","","","2"
"2002-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","680.67","","","","2"
"2002-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","685.58","","","","2"
"2003-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","680.76","","","","2"
"2003-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","687.27","","","","2"
"2003-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","682.66","","","","2"
"2003-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","686.15","","","","2"
"2003-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","685.09","","","","2"
"2003-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","691.71","","","","2"
"2003-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","691.14","","","","2"
"2003-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","694.46","","","","2"
"2003-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","697.48","","","","2"
"2003-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","697.16","","","","2"
"2003-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","700.71","","","","2"
"2003-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","698.74","","","","2"
"2004-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","702.22","","","","2"
"2004-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","701.78","","","","2"
"2004-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","705.41","","","","2"
"2004-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","704.47","","","","2"
"2004-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","710.26","","","","2"
"2004-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","706.10","","","","2"
"2004-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","708.99","","","","2"
"2004-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","711.69","","","","2"
"2004-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","710.76","","","","2"
"2004-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","712.35","","","","2"
"2004-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","717.21","","","","2"
"2004-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","719.76","","","","2"
"2005-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","725.52","","","","2"
"2005-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","731.97","","","","2"
"2005-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","725.62","","","","2"
"2005-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","728.84","","","","2"
"2005-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","733.28","","","","2"
"2005-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","735.74","","","","2"
"2005-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","736.06","","","","2"
"2005-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","741.60","","","","2"
"2005-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","749.58","","","","2"
"2005-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","745.78","","","","2"
"2005-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","745.05","","","","2"
"2005-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","744.17","","","","2"
"2006-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","745.93","","","","2"
"2006-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","745.79","","","","2"
"2006-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","748.54","","","","2"
"2006-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","750.74","","","","2"
"2006-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","751.16","","","","2"
"2006-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","751.96","","","","2"
"2006-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","754.66","","","","2"
"2006-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","759.03","","","","2"
"2006-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","756.71","","","","2"
"2006-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","762.36","","","","2"
"2006-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","761.12","","","","2"
"2006-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","772.69","","","","2"
"2007-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","774.05","","","","2"
"2007-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","771.19","","","","2"
"2007-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","780.83","","","","2"
"2007-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","781.61","","","","2"
"2007-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","786.14","","","","2"
"2007-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","790.91","","","","2"
"2007-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","791.97","","","","2"
"2007-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","789.50","","","","2"
"2007-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","790.82","","","","2"
"2007-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","794.07","","","","2"
"2007-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","799.65","","","","2"
"2007-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","798.51","","","","2"
"2008-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","798.25","","","","2"
"2008-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","803.71","","","","2"
"2008-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","805.60","","","","2"
"2008-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","809.14","","","","2"
"2008-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","808.82","","","","2"
"2008-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","809.74","","","","2"
"2008-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","811.17","","","","2"
"2008-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","811.74","","","","2"
"2008-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","813.43","","","","2"
"2008-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","818.07","","","","2"
"2008-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","818.70","","","","2"
"2008-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","813.41","","","","2"
"2009-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","815.93","A","","","2"
"2009-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","818.61","A","","","2"
"2009-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","820.03","A","","","2"
"2009-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","817.70","A","","","2"
"2009-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","818.17","A","","","2"
"2009-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","821.24","A","","","2"
"2009-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","822.34","A","","","2"
"2009-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","821.94","A","","","2"
"2009-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","827.12","A","","","2"
"2009-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","825.41","A","","","2"
"2009-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","828.18","A","","","2"
"2009-12","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","833.10","A","","","2"
"2010-01","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","834.37","A","","","2"
"2010-02","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","841.55","A","","","2"
"2010-03","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","841.96","A","","","2"
"2010-04","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","845.82","A","","","2"
"2010-05","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","847.03","A","","","2"
"2010-06","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","850.35","A","","","2"
"2010-07","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","853.52","A","","","2"
"2010-08","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","858.60","A","","","2"
"2010-09","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","864.37","A","","","2"
"2010-10","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","860.06","A","","","2"
"2010-11","Canada","2016A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate excluding unclassified businesses [11-91N]","Dollars","81","units","0","v79311153","1.2.2","863.77","A","","","2"
